Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration
large,Li_21.vrp,561,None,1200,16212.825563177095,166964.37187130016,10.298289537544466,0.8119401299999822,1000
large,Li_22.vrp,601,None,900,14499.044646698783,129601.4027553371,8.938616709815113,0.9736230510000041,1000
large,Li_23.vrp,641,None,1400,18801.128566260857,220038.08925670243,11.703451124288721,0.9498150180000096,1000
large,Li_24.vrp,721,None,1500,21389.430579026408,277000.0141502886,12.950322035309503,1.075893633000021,1000
large,Li_25.vrp,761,None,900,16665.74877986879,166589.24281328358,9.995905075355104,1.3418409459999907,1000
large,Li_26.vrp,801,None,1700,23977.732637558882,345728.6520293024,14.418738304211079,1.1886953110000036,1000
large,Li_27.vrp,841,None,900,17319.981961476158,184293.61703535414,10.640520148650724,1.5680958160000102,1000
large,Li_28.vrp,881,None,1800,26566.03412258745,413838.48422478506,15.57772915276518,1.3314776910000035,1000
large,Li_29.vrp,961,None,2000,29154.336084928324,492087.7406641584,16.878715372926944,1.454460781000023,1000
large,Li_30.vrp,1041,None,2100,31742.638701073323,576109.4918738351,18.149388817330895,1.6076881089999802,1000
large,Li_31.vrp,1121,None,2300,34330.940210281784,667448.0572641803,19.441589807210875,1.7234504749999928,1000
large,Li_32.vrp,1201,None,2500,37159.41317307494,762760.4603112678,20.52670898645812,1.828866904999984,1000
large,Loggi-n1001-k31.vrp,1001,None,180,284356.0,2794115.0,9.826115854773594,2.0085686429999896,1000
large,Loggi-n501-k24.vrp,501,None,120,177078.0,1162298.0,6.563762861563831,0.8471580630000233,1000
large,Loggi-n601-k19.vrp,601,None,180,113155.0,1034259.0,9.14019707480889,0.967151537999996,1000
large,Loggi-n601-k42.vrp,601,None,80,347059.0,1591680.0,4.5861942782063,1.3180595689999848,1000
large,Loggi-n901-k42.vrp,901,None,120,246301.0,1942461.0,7.886533144404611,2.0878589379999823,1000
large,ORTEC-n510-k23.vrp,510,None,145,184529.0,681007.0,3.6905147700361463,0.8570051289999867,1000
large,ORTEC-n701-k64.vrp,701,None,80,445543.0,1580074.0,3.5464006841090536,1.952798965999989,1000
large,X-n1001-k43.vrp,1001,None,131,72404.78563198904,479169.74932454264,6.617929258985907,2.322253501000006,1000
