Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration
mid_large,Golden_10.vrp,324,None,1000,735.4274460162404,3723.898338397184,5.063583577916875,0.5108603390000042,1000
mid_large,Golden_11.vrp,400,None,1000,911.9802546729934,5252.309846474149,5.759236364560828,0.6756297839999945,1000
mid_large,Golden_12.vrp,484,None,1000,1100.6653917149429,7062.69019730134,6.416745952461526,0.8538371689999735,1000
mid_large,Golden_13.vrp,253,None,1000,857.1887449794051,3436.064447791375,4.008527256005829,0.4791006549999963,1000
mid_large,Golden_14.vrp,321,None,1000,1080.5525732535093,5069.685325038255,4.6917525815274255,0.6805451330000096,1000
mid_large,Golden_15.vrp,397,None,1000,1337.2677786614804,7094.558680640208,5.305264056942588,0.8842493820000072,1000
mid_large,Golden_16.vrp,481,None,1000,1611.2770526552179,9530.00999846547,5.91456942973339,1.1909859419999975,1000
mid_large,Golden_18.vrp,301,None,200,995.1332487054715,4060.5430783827755,4.080401377066812,0.5188409680000063,1000
mid_large,Golden_19.vrp,361,None,200,1365.6035342978782,5705.965961691699,4.1783473888161895,0.6755008220000036,1000
mid_large,Golden_2.vrp,321,None,700,8404.611623286655,55273.37772045258,6.576553468253863,0.4383854749999898,1000
mid_large,Golden_20.vrp,421,None,200,None,7999.996751769549,None,0.8566569959999981,1000
mid_large,Golden_3.vrp,401,None,900,10997.760007936988,85765.9402328905,7.798491708401889,0.5541780810000034,1000
mid_large,Golden_4.vrp,481,None,1000,13588.647622235947,123922.70137305284,9.1195757530919,0.6874372059999985,1000
mid_large,Golden_6.vrp,281,None,900,8400.332070493927,59633.18757000702,7.098908360952531,0.3448239980000096,1000
mid_large,Golden_7.vrp,361,None,900,10102.681504546768,77158.10173462275,7.637388321100424,0.4820488839999939,1000
mid_large,Golden_8.vrp,441,None,900,11635.343785727806,94835.7096514115,8.150658149674896,0.638558377999999,1000
mid_large,Golden_9.vrp,256,None,1000,579.702137615176,2596.896093058678,4.479707636997842,0.37858123600000226,1000
mid_large,Loggi-n401-k23.vrp,401,None,100,336903.0,714581.0,2.1210289014939017,0.653574261000017,1000
mid_large,ORTEC-n323-k21.vrp,323,None,100,214071.0,791309.0,3.6964792054972415,0.5063405829999965,1000
mid_large,ORTEC-n405-k18.vrp,405,None,160,200986.0,1037567.0,5.16238444468769,0.6176909140000078,1000
mid_large,ORTEC-n455-k41.vrp,455,None,70,292485.0,918755.0,3.1412038224182437,0.9857402820000232,1000
mid_large,tai385.vrp,386,None,65,None,94082.36245482958,None,0.7870223900000042,1000
mid_large,X-n251-k28.vrp,251,None,69,38690.425121260014,96755.24504827474,2.500754249792636,0.4253235669999924,1000
mid_large,X-n256-k16.vrp,256,None,1225,18847.64536111926,108030.73347711263,5.731789377784498,0.4043537229999856,1000
mid_large,X-n261-k13.vrp,261,None,1081,26564.880001915062,121034.913856021,4.556200285764347,0.3793633280000108,1000
mid_large,X-n266-k58.vrp,266,None,35,75489.08620023358,89099.44056343423,1.180295656607889,0.6494960830000025,1000
mid_large,X-n270-k35.vrp,270,None,585,35290.73392868522,112612.79186522611,3.191001697295151,0.6249386749999815,1000
mid_large,X-n275-k28.vrp,275,None,10,21250.145366637433,78965.96514688809,3.7160199981908857,0.46798924699999134,1000
mid_large,X-n280-k17.vrp,280,None,192,33503.46202277754,126375.96867309678,3.7720271590792405,0.38482943200000364,1000
mid_large,X-n284-k15.vrp,284,None,109,20236.988928206607,79229.5183778358,3.915084336850358,0.3796928719999926,1000
mid_large,X-n289-k60.vrp,289,None,267,95160.55111655206,112379.39262010303,1.1809451637418686,0.8512995289999878,1000
mid_large,X-n294-k50.vrp,294,None,285,47172.6649088552,119867.77020551292,2.541043005247123,0.7760577679999869,1000
mid_large,X-n298-k31.vrp,298,None,55,34246.82220867055,126996.91545226514,3.7082832000719845,0.5380138550000026,1000
mid_large,X-n303-k21.vrp,303,None,794,21752.126168499934,115691.97799483557,5.318651477958667,0.5241036070000007,1000
mid_large,X-n308-k13.vrp,308,None,246,25876.44143591163,137535.1637077531,5.315072555412514,0.40083303199998,1000
mid_large,X-n313-k71.vrp,313,None,248,94050.10805997287,114512.62543734806,1.2175703760417464,0.9694028910000156,1000
mid_large,X-n317-k53.vrp,317,None,6,78377.10731781296,122071.71081964193,1.5574919130997118,0.7510043660000179,1000
mid_large,X-n322-k28.vrp,322,None,868,29845.918271150993,139351.0559998807,4.669015532840119,0.6760063999999772,1000
mid_large,X-n327-k20.vrp,327,None,128,27542.437966140435,136014.2011124238,4.938350093758373,0.5013920099999893,1000
mid_large,X-n331-k15.vrp,331,None,23,31121.750855683116,149962.00738954905,4.8185594726000005,0.45907726999999454,1000
mid_large,X-n336-k84.vrp,336,None,203,139117.0985790461,127926.24850115304,0.9195580543858565,1.0556695589999947,1000
mid_large,X-n344-k43.vrp,344,None,61,42065.38035936931,145186.32468091432,3.4514444762075396,0.7496395149999842,1000
mid_large,X-n351-k40.vrp,351,None,436,25905.70297881667,90573.12509719153,3.496262007298316,0.8497395429999983,1000
mid_large,X-n359-k29.vrp,359,None,68,51511.60553388114,149434.27470705917,2.900982665134958,0.6378669369999841,1000
mid_large,X-n367-k17.vrp,367,None,218,22836.07733743848,125285.20942715138,5.486284162374649,0.5158527899999967,1000
mid_large,X-n376-k94.vrp,376,None,4,147733.07228503397,146075.24970285245,0.9887782569160753,1.2413260479999906,1000
mid_large,X-n384-k52.vrp,384,None,564,65946.66629170375,161245.12830574665,2.4450838438520384,1.1624852779999912,1000
mid_large,X-n393-k38.vrp,393,None,78,38271.134773791055,152460.61736884277,3.983697328809055,0.8061610479999786,1000
mid_large,X-n401-k29.vrp,401,None,745,66172.17496367855,150737.46651487582,2.2779584711793825,0.8384981039999957,1000
mid_large,X-n411-k19.vrp,411,None,216,19730.689427603767,157941.08943642976,8.004843926815143,0.5991276950000213,1000
mid_large,X-n420-k130.vrp,420,None,18,107812.51082907204,144121.06232083592,1.3367749365315138,1.587215599000018,1000
mid_large,X-n429-k61.vrp,429,None,536,65463.639441893916,181552.71406109698,2.773336704297425,1.4365153539999937,1000
mid_large,X-n439-k37.vrp,439,None,12,36410.2802975995,182142.21412130145,5.002494148151612,0.9016093179999984,1000
mid_large,X-n449-k29.vrp,449,None,777,55248.574990554975,198088.98867668334,3.585413537101141,0.9592615759999887,1000
mid_large,X-n459-k26.vrp,459,None,1106,24164.500868571657,140159.62328878613,5.800228361889225,0.9618441049999831,1000
mid_large,X-n469-k138.vrp,469,None,256,221832.93170817007,170004.71023725608,0.7663637176327992,2.655210839999995,1000
mid_large,X-n480-k70.vrp,480,None,52,89474.70661308226,182547.15770987907,2.040209625936773,1.4091529789999981,1000
mid_large,X-n491-k59.vrp,491,None,428,66495.82315486456,207589.5887746529,3.1218440335897473,1.5440906649999988,1000
